split_id,train_end,horizon,model,set,n_rows,MAE,RMSE,MASE
4,2021-12-01,6,ElasticNet,test,360,0.19211298845247787,0.27532107890684837,0.661509781695466
4,2021-12-01,6,PLS,train,2160,0.21933498895817335,0.3014292188951001,0.7628194925974696
4,2021-12-01,6,PLS,test,360,0.19254437328938576,0.27597706360681656,0.663662175883338
4,2021-12-01,6,XGBoost,train,2160,0.16503338989786917,0.21985009405795392,0.5980461805289782
4,2021-12-01,6,XGBoost,test,360,0.1884979281169622,0.27617054070582353,0.6510384335793334
4,2021-12-01,6,LightGBM,train,2160,0.17441324083737889,0.2356041645997161,0.6179596526078026
4,2021-12-01,6,LightGBM,test,360,0.18765964772435437,0.26969777335928347,0.6536616813167064
4,2021-12-01,6,CatBoost,train,2160,0.19284575124117584,0.26064955211674695,0.6758885096750354
4,2021-12-01,6,CatBoost,test,360,0.18668665216761648,0.27065634256060533,0.6420336110725036
5,2022-12-01,1,Seasonal Naive,test,360,0.2583941383022469,0.3757684490839697,0.8804503373991472
5,2022-12-01,1,Ridge,train,2520,0.21604115074326954,0.2985225971489877,0.7533035752273053
5,2022-12-01,1,Ridge,test,360,0.18612295834963224,0.2537503565701671,0.6408581090528911
5,2022-12-01,1,Lasso,train,2520,0.2164695329286091,0.298902999373074,0.7552423730228632
5,2022-12-01,1,Lasso,test,360,0.18593273325990217,0.25355782527734405,0.6404932975445116
5,2022-12-01,1,ElasticNet,train,2520,0.21650194010280652,0.29886484720198003,0.7552815953914475
5,2022-12-01,1,ElasticNet,test,360,0.18619159829126347,0.2538445199020182,0.641326558822725
5,2022-12-01,1,PLS,train,2520,0.216543177626797,0.29902242420975267,0.7550012745939326
5,2022-12-01,1,PLS,test,360,0.18599588828997018,0.25391959193931707,0.6404734868993356
5,2022-12-01,1,XGBoost,train,2520,0.16821530678929072,0.22374238491406087,0.6138057089397667
5,2022-12-01,1,XGBoost,test,360,0.19256226060866174,0.26691216122655487,0.6548607814036719
5,2022-12-01,1,LightGBM,train,2520,0.17580159194013237,0.2388861894244097,0.6290751363560365
5,2022-12-01,1,LightGBM,test,360,0.1904883491012851,0.2604435299441689,0.6609882936375122
5,2022-12-01,1,CatBoost,train,2520,0.19184799363393656,0.2599081010973038,0.6787627022601964
5,2022-12-01,1,CatBoost,test,360,0.18567873333218768,0.25584511594331294,0.6388595722110756
5,2022-12-01,3,Seasonal Naive,test,360,0.2566295421369575,0.3753040379467701,0.8692213379601024
5,2022-12-01,3,Ridge,train,2520,0.21360040766089133,0.2968783489349179,0.7450836265709861
5,2022-12-01,3,Ridge,test,360,0.18207934847162302,0.2504203891711519,0.6447460417884441
5,2022-12-01,3,Lasso,train,2520,0.2138163531798331,0.2972709258609818,0.7460897429472511
5,2022-12-01,3,Lasso,test,360,0.18126880564566972,0.2498917475111902,0.6413782469222268
5,2022-12-01,3,ElasticNet,train,2520,0.21362547122922432,0.2970009188685819,0.7452780327044171
5,2022-12-01,3,ElasticNet,test,360,0.1815619576950492,0.24998475853991556,0.6426683352303404
5,2022-12-01,3,PLS,train,2520,0.21402497775436488,0.2972266067654171,0.746087715981939
5,2022-12-01,3,PLS,test,360,0.1814829582516884,0.24873722359051925,0.6403740764228565
5,2022-12-01,3,XGBoost,train,2520,0.16777279177196353,0.22472119447160982,0.6161467724401276
5,2022-12-01,3,XGBoost,test,360,0.18464882737883453,0.2571950317697287,0.6513576439136558
5,2022-12-01,3,LightGBM,train,2520,0.17766233663149855,0.24147903208423624,0.63767418607259
5,2022-12-01,3,LightGBM,test,360,0.18455226917147477,0.25587210843984615,0.6523022920934521
5,2022-12-01,3,CatBoost,train,2520,0.19345062472945873,0.2644974455956821,0.6833380572633365
5,2022-12-01,3,CatBoost,test,360,0.17974028152499966,0.24748249311988493,0.6374463476135317
5,2022-12-01,6,Seasonal Naive,test,360,0.26162083885029264,0.37482617089766596,0.9048817202719175
5,2022-12-01,6,Ridge,train,2520,0.21467435872177965,0.29674763211531796,0.758308025193802
5,2022-12-01,6,Ridge,test,360,0.18529213108770365,0.2568265302628709,0.6639092765187737
5,2022-12-01,6,Lasso,train,2520,0.21462924274818074,0.2971249712794794,0.757973821517786
5,2022-12-01,6,Lasso,test,360,0.18456669375639675,0.25683952146476824,0.6626310298326974
5,2022-12-01,6,ElasticNet,train,2520,0.21460858668792213,0.2969694565044605,0.7578109924452636
5,2022-12-01,6,ElasticNet,test,360,0.184593950626793,0.2567320600241781,0.6624578047199807
5,2022-12-01,6,PLS,train,2520,0.21479699033676036,0.29702173678060917,0.7584739734044049
5,2022-12-01,6,PLS,test,360,0.18515065927889549,0.2563400517753322,0.6650838460371402
5,2022-12-01,6,XGBoost,train,2520,0.16742149474596438,0.22620934075800134,0.6149039408761916
5,2022-12-01,6,XGBoost,test,360,0.18670967915294293,0.26008581281845217,0.6680561335733671
5,2022-12-01,6,LightGBM,train,2520,0.1740885261232435,0.23630970903937526,0.628533842998178
5,2022-12-01,6,LightGBM,test,360,0.1880749237441743,0.26065300426603843,0.680734348564906
5,2022-12-01,6,CatBoost,train,2520,0.1907006280519269,0.2608480129943594,0.6791767353068271
5,2022-12-01,6,CatBoost,test,360,0.18432472488982757,0.2593593339257621,0.6518721623003471
